Z,N,Mass Excess [MeV],Error,Estimated
58,61,-43.94,0.5,1
58,62,-49.6,0.5,1
58,63,-52.69,0.401,1
58,64,-57.874,0.401,1
58,65,-60.286,0.298,1
58,66,-64.916,0.298,1
58,67,-66.658,0.196,1
58,68,-70.820558,0.027945,0
58,69,-71.979336,0.028876,0
58,70,-75.533917,0.027945,0
58,71,-76.287496,0.027945,0
58,72,-79.422905,0.027945,0
58,73,-79.70844,0.032802,0
58,74,-82.470896,0.020442,0
58,75,-82.418214,0.016354,0
58,76,-84.832889,0.020387,0
58,77,-84.616171,0.010267,0
58,78,-86.508372,0.000408,0
58,79,-85.918588,0.000437,0
58,80,-87.570922,0.004931,0
58,81,-86.947862,0.00723,0
58,82,-88.076089,0.001596,0
58,83,-85.432916,0.001597,0
58,84,-84.533188,0.002509,0
58,85,-81.606671,0.002508,0
58,86,-80.43187,0.002885,0
58,87,-77.067022,0.033902,0
58,88,-75.635389,0.016306,0
58,89,-72.013891,0.00858,0
58,90,-70.398408,0.011195,0
58,91,-66.669913,0.010246,0
58,92,-64.846854,0.011697,0
58,93,-61.225052,0.017698,0
58,94,-58.98,0.2,1
58,95,-54.91,0.2,1
58,96,-52.22,0.2,1
58,97,-47.78,0.3,1
58,98,-44.82,0.3,1
58,99,-39.93,0.4,1
58,100,-36.66,0.4,1
59,62,-41.422,0.5,1
59,63,-44.78,0.5,1
59,64,-50.23,0.4,1
59,65,-53.151,0.401,1
59,66,-57.94,0.3,1
59,67,-60.324,0.196,1
59,68,-64.543,0.196,1
59,69,-66.330757,0.029808,0
59,70,-69.773558,0.029808,0
59,71,-71.175457,0.064273,0
59,72,-74.300656,0.046995,0
59,73,-75.227456,0.028876,0
59,74,-77.937581,0.012497,0
59,75,-78.527991,0.020316,0
59,76,-80.935861,0.011817,0
59,77,-81.340355,0.011455,0
59,78,-83.201693,0.008137,0
59,79,-83.133922,0.01115,0
59,80,-84.818798,0.007809,0
59,81,-84.688089,0.006209,0
59,82,-86.015644,0.001665,0
59,83,-83.787476,0.001665,0
59,84,-83.068246,0.001897,0
59,85,-80.750517,0.002762,0
59,86,-79.62594,0.007169,0
59,87,-76.681006,0.034816,0
59,88,-75.444067,0.015857,0
59,89,-72.535424,0.015043,0
59,90,-71.039366,0.009874,0
59,91,-68.300479,0.009015,0
59,92,-66.77963,0.011651,0
59,93,-63.758063,0.018537,0
59,94,-61.568463,0.011882,0
59,95,-58.104976,0.113009,0
59,96,-55.415268,0.017198,0
59,97,-51.568,0.2,1
59,98,-48.54,0.3,1
59,99,-44.33,0.3,1
59,100,-41.088,0.4,1
59,101,-36.52,0.4,1
60,64,-44.525,0.503,1
60,65,-47.599,0.401,1
60,66,-52.993,0.298,1
60,67,-55.536,0.298,1
60,68,-60.314,0.196,1
60,69,-62.315,0.202,1
60,70,-66.596232,0.027945,0
60,71,-67.768033,0.027517,0
60,72,-71.425807,0.024205,0
60,73,-72.332372,0.046575,0
60,74,-75.646432,0.011817,0
60,75,-76.213609,0.019128,0
60,76,-79.199287,0.011817,0
60,77,-79.584567,0.011737,0
60,78,-82.01831,0.011601,0
60,79,-82.013942,0.0276,0
60,80,-84.258912,0.003447,0
60,81,-84.19263,0.003265,0
60,82,-85.94998,0.001368,0
60,83,-84.002234,0.001367,0
60,84,-83.747957,0.001367,0
60,85,-81.431951,0.001384,0
60,86,-80.925867,0.001386,0
60,87,-78.146748,0.001388,0
60,88,-77.407996,0.002127,0
60,89,-74.375466,0.002128,0
60,90,-73.679755,0.001289,0
60,91,-70.942988,0.001293,0
60,92,-70.149407,0.024485,0
60,93,-67.330297,0.002747,0
60,94,-65.824976,0.052642,0
60,95,-62.283724,0.009153,0
60,96,-60.473644,0.200033,0
60,97,-56.461543,0.024918,0
60,98,-54.055,0.2,1
60,99,-49.807,0.3,1
60,100,-47.134,0.3,1
60,101,-42.588,0.4,1
60,102,-39.55,0.4,1
61,65,-39.35,0.5,1
61,66,-44.786,0.401,1
61,67,-47.786,0.298,1
61,68,-52.881,0.298,1
61,69,-55.396,0.196,1
61,70,-59.66,0.2,1
61,71,-61.628,0.149,1
61,72,-65.407646,0.050301,0
61,73,-66.738751,0.057753,0
61,74,-70.052075,0.075451,0
61,75,-71.169915,0.069073,0
61,76,-74.072848,0.013041,0
61,77,-74.940483,0.027739,0
61,78,-77.500481,0.013593,0
61,79,-78.213712,0.024246,0
61,80,-80.522921,0.013972,0
61,81,-81.142044,0.023597,0
61,82,-82.960651,0.002996,0
61,83,-81.416093,0.002964,0
61,84,-81.267474,0.002859,0
61,85,-79.454309,0.004308,0
61,86,-79.04226,0.001399,0
61,87,-76.865716,0.005723,0
61,88,-76.064256,0.002267,0
61,89,-73.597139,0.020041,0
61,90,-73.386063,0.004653,0
61,91,-71.254186,0.025912,0
61,92,-70.647824,0.009066,0
61,93,-68.511976,0.046326,0
61,94,-66.939931,0.004718,0
61,95,-64.163644,0.003631,0
61,96,-62.297043,0.007006,0
61,97,-59.089209,0.013453,0
61,98,-56.55428,0.010039,0
61,99,-53.002,0.2,1
61,100,-50.235,0.298,1
61,101,-46.37,0.3,1
61,102,-43.249,0.4,1
61,103,-38.87,0.4,1
62,66,-38.67,0.5,1
62,67,-42,0.5,1
62,68,-47.506,0.401,1
62,69,-50.133,0.401,1
62,70,-55.079,0.298,1
62,71,-57.231,0.298,1
62,72,-61.376,0.196,1
62,73,-62.857215,0.154628,0
62,74,-66.81089,0.012497,0
62,75,-68.026525,0.042395,0
62,76,-71.497762,0.011817,0
62,77,-72.380219,0.010884,0
62,78,-75.455935,0.012497,0
62,79,-75.933909,0.008539,0
62,80,-78.98647,0.003079,0
62,81,-79.517152,0.002804,0
62,82,-81.965535,0.001554,0
62,83,-80.651318,0.001578,0
62,84,-80.996309,0.003092,0
62,85,-79.266354,0.001372,0
62,86,-79.336264,0.001367,0
62,87,-77.135737,0.001311,0
62,88,-77.051139,0.001274,0
62,89,-74.576279,0.001273,0
62,90,-74.762603,0.001212,0
62,91,-72.559686,0.001219,0
62,92,-72.455176,0.001462,0
62,93,-70.190819,0.001487,0
62,94,-69.36043,0.008546,0
62,95,-66.677577,0.004433,0
62,96,-65.250243,0.004892,0
62,97,-62.207775,0.005934,0
62,98,-60.234793,0.005934,0
62,99,-56.671962,0.006817,0
62,100,-54.53,0.196,1
62,101,-50.72,0.298,1
62,102,-48.102,0.298,1
62,103,-43.808,0.401,1
62,104,-40.73,0.4,1
63,67,-33.683,0.5,1
63,68,-39.27,0.401,1
63,69,-42.2,0.4,1
63,70,-47.236,0.298,1
63,71,-49.928,0.298,1
63,72,-54.148,0.196,1
63,73,-56.244,0.196,1
63,74,-60.145895,0.004378,0
63,75,-61.749669,0.027945,0
63,76,-65.398042,0.013151,0
63,77,-66.985935,0.051538,0
63,78,-69.925629,0.012639,0
63,79,-71.31347,0.030158,0
63,80,-74.2413,0.010986,0
63,81,-75.619133,0.010789,0
63,82,-77.991507,0.003106,0
63,83,-77.117541,0.006026,0
63,84,-77.544756,0.00263,0
63,85,-76.299331,0.010013,0
63,86,-76.441112,0.003951,0
63,87,-74.792234,0.006253,0
63,88,-74.652854,0.001325,0
63,89,-72.888255,0.001326,0
63,90,-73.367222,0.00133,0
63,91,-71.738121,0.001346,0
63,92,-71.818092,0.001401,0
63,93,-70.082548,0.00359,0
63,94,-69.458908,0.004259,0
63,95,-67.255188,0.010255,0
63,96,-66.043285,0.004325,0
63,97,-63.480463,0.009501,0
63,98,-61.791524,0.010399,0
63,99,-58.703401,0.035229,0
63,100,-56.484886,0.065544,0
63,101,-53.381,0.114,1
63,102,-50.724,0.138,1
63,103,-47.208,0.358,1
63,104,-44.01,0.4,1
63,105,-39.74,0.5,1
64,69,-35.86,0.5,1
64,70,-41.302,0.401,1
64,71,-44.39,0.4,1
64,72,-49.09,0.298,1
64,73,-51.214,0.298,1
64,74,-55.8,0.196,1
64,75,-57.632,0.196,1
64,76,-61.782271,0.027945,0
64,77,-63.224224,0.01976,0
64,78,-66.959515,0.027945,0
64,79,-68.2313,0.200301,0
64,80,-71.759504,0.027945,0
64,81,-72.92632,0.019709,0
64,82,-76.085783,0.004108,0
64,83,-75.356945,0.001965,0
64,84,-76.269329,0.001554,0
64,85,-75.127011,0.00336,0
64,86,-75.763934,0.006076,0
64,87,-74.188737,0.003056,0
64,88,-74.706916,0.001206,0
64,89,-72.882551,0.001203,0
64,90,-73.705954,0.001197,0
64,91,-72.06988,0.001191,0
64,92,-72.534914,0.00119,0
64,93,-70.823473,0.001189,0
64,94,-70.689546,0.001189,0
64,95,-68.561436,0.001192,0
64,96,-67.941741,0.001278,0
64,97,-65.505824,0.001622,0
64,98,-64.280401,0.004009,0
64,99,-61.313886,0.008426,0
64,100,-59.774,0.102,1
64,101,-56.453,0.121,1
64,102,-54.53,0.196,1
64,103,-50.813,0.298,1
64,104,-48.363,0.401,1
64,105,-44.153,0.503,1
64,106,-41.38,0.596,1
65,70,-32.825,0.401,1
65,71,-36.13,0.5,1
65,72,-40.967,0.401,1
65,73,-43.668,0.298,1
65,74,-48.13,0.298,1
65,75,-50.482271,0.800488,0
65,76,-54.540837,0.105259,0
65,77,-56.559515,0.700558,0
65,78,-60.419183,0.051232,0
65,79,-62.368181,0.027945,0
65,80,-66.388411,0.109174,0
65,81,-67.76361,0.044862,0
65,82,-70.742665,0.0081,0
65,83,-70.537082,0.012464,0
65,84,-71.488669,0.003667,0
65,85,-71.105721,0.007384,0
65,86,-71.623504,0.004137,0
65,87,-70.716916,0.040018,0
65,88,-71.313338,0.003995,0
65,89,-70.156303,0.045314,0
65,90,-71.25005,0.009849,0
65,91,-70.090797,0.003814,0
65,92,-70.76343,0.001222,0
65,93,-69.470668,0.001401,0
65,94,-69.532363,0.001256,0
65,95,-67.836257,0.001262,0
65,96,-67.461589,0.00135,0
65,97,-65.675958,0.036372,0
65,98,-64.596071,0.004073,0
65,99,-62.077965,0.100003,0
65,100,-60.566,0.102,1
65,101,-57.884789,0.070005,0
65,102,-55.927,0.196,1
65,103,-52.723,0.298,1
65,104,-50.329,0.298,1
65,105,-46.724,0.401,1
65,106,-44.032,0.503,1
65,107,-39.85,0.503,1
66,72,-34.931,0.503,1
66,73,-37.642,0.503,1
66,74,-42.83,0.401,1
66,75,-45.382,0.298,1
66,76,-50.12,0.729,1
66,77,-52.168941,0.013041,0
66,78,-56.570083,0.007173,0
66,79,-58.242599,0.00652,0
66,80,-62.554918,0.006695,0
66,81,-64.196038,0.008849,0
66,82,-67.85955,0.008724,0
66,83,-67.695909,0.009221,0
66,84,-69.3096,0.004348,0
66,85,-68.752405,0.003293,0
66,86,-70.117873,0.004624,0
66,87,-69.142943,0.004048,0
66,88,-70.393907,0.007445,0
66,89,-69.15555,0.009665,0
66,90,-70.528964,0.001194,0
66,91,-69.424558,0.005177,0
66,92,-70.407349,0.002365,0
66,93,-69.167134,0.001528,0
66,94,-69.67273,0.000772,0
66,95,-68.055801,0.000768,0
66,96,-68.181478,0.000767,0
66,97,-66.38117,0.000765,0
66,98,-65.967965,0.000767,0
66,99,-63.612606,0.000769,0
66,100,-62.584789,0.000867,0
66,101,-59.930626,0.060228,0
66,102,-58.559566,0.140009,0
66,103,-55.597177,0.30067,0
66,104,-53.663,0.196,1
66,105,-50.189,0.298,1
66,106,-48.009,0.298,1
66,107,-43.939,0.401,1
66,108,-41.37,0.503,1
67,73,-29.259,0.503,1
67,74,-34.364,0.401,1
67,75,-37.25,0.401,1
67,76,-42.048,0.298,1
67,77,-44.609513,0.008477,0
67,78,-49.120105,0.007452,0
67,79,-51.238219,0.006587,0
67,80,-55.757092,0.005001,0
67,81,-57.991158,0.083834,0
67,82,-61.646578,0.01199,0
67,83,-61.945881,0.014168,0
67,84,-63.622738,0.008302,0
67,85,-63.604771,0.012529,0
67,86,-65.012103,0.005094,0
67,87,-64.639311,0.008228,0
67,88,-66.039539,0.017474,0
67,89,-65.478964,0.060012,0
67,90,-66.832832,0.023469,0
67,91,-66.187593,0.027108,0
67,92,-67.329534,0.003088,0
67,93,-66.38273,0.01502,0
67,94,-67.19727,0.002242,0
67,95,-66.041541,0.003166,0
67,96,-66.378335,0.000765,0
67,97,-64.981503,0.001528,0
67,98,-64.899006,0.00101,0
67,99,-63.071329,0.00101,0
67,100,-62.280626,0.005234,0
67,101,-60.061171,0.030023,0
67,102,-58.797177,0.02006,0
67,103,-56.238681,0.050024,0
67,104,-54.518956,0.600002,0
67,105,-51.484,0.196,1
67,106,-49.351,0.298,1
67,107,-45.69,0.298,1
67,108,-43.203,0.401,1
67,109,-39.29,0.503,1
68,74,-28.03,0.5,1
68,75,-31.26,0.4,1
68,76,-36.608,0.196,1
68,77,-39.24,0.2,1
68,78,-44.322012,0.006705,0
68,79,-46.607807,0.038191,0
68,80,-51.478989,0.010246,0
68,81,-53.741615,0.027945,0
68,82,-57.831313,0.017195,0
68,83,-58.266284,0.01647,0
68,84,-60.500377,0.00883,0
68,85,-60.468604,0.009321,0
68,86,-62.60502,0.004986,0
68,87,-62.209189,0.006098,0
68,88,-64.211709,0.024629,0
68,89,-63.413639,0.026505,0
68,90,-65.303808,0.025219,0
68,91,-64.561034,0.003679,0
68,92,-66.064228,0.024254,0
68,93,-65.201608,0.00878,0
68,94,-66.334519,0.000822,0
68,95,-65.167723,0.004639,0
68,96,-65.94289,0.000775,0
68,97,-64.52161,0.000964,0
68,98,-64.926042,0.001165,0
68,99,-63.29118,0.001166,0
68,100,-62.991171,0.001168,0
68,101,-60.923104,0.001179,0
68,102,-60.108681,0.001546,0
68,103,-57.718956,0.001557,0
68,104,-56.483612,0.004008,0
68,105,-53.654,0.196,1
68,106,-51.949,0.298,1
68,107,-48.652,0.401,1
68,108,-46.631,0.401,1
68,109,-42.858,0.503,1
68,110,-40.26,0.596,1
69,75,-22.259,0.4,1
69,76,-27.583,0.196,1
69,77,-31.055,0.2,1
69,78,-35.9744,0.006839,0
69,79,-38.765027,0.010246,0
69,80,-43.883,0.196,1
69,81,-46.491,0.196,1
69,82,-50.772756,0.019416,0
69,83,-51.720273,0.054027,0
69,84,-53.973329,0.011983,0
69,85,-54.427131,0.014412,0
69,86,-56.625913,0.009925,0
69,87,-56.83455,0.014279,0
69,88,-58.709273,0.027945,0
69,89,-58.703194,0.025219,0
69,90,-60.570398,0.027945,0
69,91,-60.302028,0.034262,0
69,92,-61.898708,0.027945,0
69,93,-61.477791,0.02606,0
69,94,-62.728723,0.005524,0
69,95,-61.904035,0.024394,0
69,96,-62.929621,0.001671,0
69,97,-61.888375,0.011606,0
69,98,-62.543641,0.001298,0
69,99,-61.312921,0.001709,0
69,100,-61.275212,0.000812,0
69,101,-59.795853,0.000801,0
69,102,-59.210298,0.000972,0
69,103,-57.374379,0.005503,0
69,104,-56.256059,0.0044,0
69,105,-53.864512,0.044721,0
69,106,-52.310549,0.05,0
69,107,-49.371314,0.1,0
69,108,-47.469,0.298,1
69,109,-44.116,0.401,1
69,110,-41.601,0.503,1
69,111,-37.92,0.503,1
69,112,-35.17,0.596,1
70,78,-30.33,0.4,1
70,79,-33.198,0.3,1
70,80,-38.638,0.3,1
70,81,-41.542342,0.300492,0
70,82,-46.270381,0.149708,0
70,83,-47.208,0.196,1
70,84,-49.932083,0.017281,0
70,85,-50.502608,0.0166,0
70,86,-53.265721,0.009308,0
70,87,-53.421898,0.01092,0
70,88,-56.010237,0.007994,0
70,89,-55.838606,0.017794,0
70,90,-58.162706,0.007233,0
70,91,-57.8394,0.015354,0
70,92,-59.826347,0.015359,0
70,93,-59.299094,0.015364,0
70,94,-61.017418,0.015369,0
70,95,-60.295382,0.026539,0
70,96,-61.59574,0.007101,0
70,97,-60.590576,0.003981,0
70,98,-61.581901,0.001195,0
70,99,-60.377563,0.001205,0
70,100,-60.763919,0.00001,0
70,101,-59.30681,0.000013,0
70,102,-59.255446,0.000014,0
70,103,-57.551225,0.000011,0
70,104,-56.944512,0.000011,0
70,105,-54.695549,0.000071,0
70,106,-53.491314,0.000015,0
70,107,-50.986397,0.00022,0
70,108,-49.695475,0.01,0
70,109,-46.537,0.196,1
70,110,-44.6,0.298,1
70,111,-41.088,0.298,1
70,112,-38.82,0.401,1
70,113,-35.1,0.401,1
70,114,-32.54,0.503,1
70,115,-28.5,0.503,1
71,79,-24.64,0.3,1
71,80,-30.108,0.3,1
71,81,-33.422,0.196,1
71,82,-38.372844,0.150034,0
71,83,-39.715,0.196,1
71,84,-42.545047,0.019246,0
71,85,-43.699544,0.054122,0
71,86,-46.440523,0.012078,0
71,87,-47.21219,0.015125,0
71,88,-49.708604,0.037663,0
71,89,-50.269937,0.056821,0
71,90,-52.562344,0.027945,0
71,91,-52.831753,0.075036,0
71,92,-54.791409,0.027945,0
71,93,-54.64237,0.027945,0
71,94,-56.442242,0.026539,0
71,95,-56.020981,0.029808,0
71,96,-57.501125,0.031671,0
71,97,-57.06785,0.039266,0
71,98,-58.084563,0.003233,0
71,99,-57.306224,0.016843,0
71,100,-57.828395,0.001862,0
71,101,-56.73598,0.002336,0
71,102,-56.880916,0.001567,0
71,103,-55.570195,0.001567,0
71,104,-55.165582,0.001207,0
71,105,-53.382236,0.001212,0
71,106,-52.383806,0.00122,0
71,107,-50.337784,0.002251,0
71,108,-49.058918,0.00515,0
71,109,-46.676348,0.070725,0
71,110,-44.79741,0.125752,0
71,111,-41.88,0.196,1
71,112,-39.71611,0.080108,0
71,113,-36.412,0.298,1
71,114,-33.888,0.298,1
71,115,-30.21,0.401,1
71,116,-27.58,0.401,1
71,117,-23.79,0.503,1
72,81,-27.3,0.3,1
72,82,-32.67,0.3,1
72,83,-34.17,0.298,1
72,84,-37.816896,0.149757,0
72,85,-38.903,0.196,1
72,86,-42.10239,0.017494,0
72,87,-42.8526,0.016813,0
72,88,-45.938943,0.009541,0
72,89,-46.314672,0.022551,0
72,90,-49.169008,0.008968,0
72,91,-49.263682,0.024778,0
72,92,-51.818505,0.01582,0
72,93,-51.635507,0.027945,0
72,94,-53.858983,0.027945,0
72,95,-53.467756,0.027945,0
72,96,-55.360552,0.027945,0
72,97,-54.716889,0.027945,0
72,98,-56.253854,0.027945,0
72,99,-55.431345,0.028876,0
72,100,-56.402226,0.024428,0
72,101,-55.411784,0.027945,0
72,102,-55.844481,0.002259,0
72,103,-54.481662,0.002282,0
72,104,-54.576321,0.001481,0
72,105,-52.880616,0.001408,0
72,106,-52.435236,0.001412,0
72,107,-50.462907,0.001413,0
72,108,-49.779348,0.001419,0
72,109,-47.402831,0.00142,0
72,110,-46.049508,0.006165,0
72,111,-43.282796,0.030034,0
72,112,-41.499373,0.039706,0
72,113,-38.3198,0.064273,0
72,114,-36.42421,0.051232,0
72,115,-32.817,0.298,1
72,116,-30.879,0.298,1
72,117,-27.162,0.298,1
72,118,-25.03,0.401,1
73,82,-23.928,0.3,1
73,83,-25.861,0.298,1
73,84,-29.59333,0.150069,0
73,85,-31.167,0.196,1
73,86,-34.439148,0.019689,0
73,87,-35.823695,0.054316,0
73,88,-38.778997,0.024382,0
73,89,-39.780194,0.052238,0
73,90,-42.534629,0.038061,0
73,91,-43.2828,0.027945,0
73,92,-45.847853,0.013863,0
73,93,-46.097775,0.027945,0
73,94,-48.351059,0.027945,0
73,95,-48.393908,0.027945,0
73,96,-50.29043,0.027945,0
73,97,-50.137665,0.027945,0
73,98,-51.720273,0.027945,0
73,99,-51.329977,0.027945,0
73,100,-52.396538,0.027945,0
73,101,-51.740766,0.027945,0
73,102,-52.408647,0.027945,0
73,103,-51.365374,0.030739,0
73,104,-51.714616,0.003314,0
73,105,-50.598,0.052,1
73,106,-50.357323,0.001463,0
73,107,-48.932877,0.001939,0
73,108,-48.438311,0.001403,0
73,109,-46.429934,0.001405,0
73,110,-45.292796,0.001419,0
73,111,-42.839373,0.02601,0
73,112,-41.394293,0.014161,0
73,113,-38.607528,0.060012,0
73,114,-36.895546,0.05589,0
73,115,-33.61203,0.054958,0
73,116,-31.829,0.196,1
73,117,-28.513,0.196,1
73,118,-26.492,0.298,1
73,119,-23.064,0.401,1
73,120,-20.87,0.401,1
73,121,-17.3,0.503,1
74,83,-19.47,0.4,1
74,84,-23.633,0.3,1
74,85,-25.295,0.298,1
74,86,-29.326455,0.149827,0
74,87,-30.555,0.196,1
74,88,-33.999207,0.017658,0
74,89,-34.908193,0.052751,0
74,90,-38.235759,0.009674,0
74,91,-38.861022,0.024977,0
74,92,-41.888031,0.009478,0
74,93,-42.098058,0.018261,0
74,94,-44.893109,0.013271,0
74,95,-44.917873,0.015436,0
74,96,-47.290832,0.013195,0
74,97,-47.08609,0.027945,0
74,98,-49.097186,0.027945,0
74,99,-48.727383,0.027945,0
74,100,-50.227088,0.027945,0
74,101,-49.632795,0.027945,0
74,102,-50.641603,0.027945,0
74,103,-49.701726,0.027945,0
74,104,-50.406936,0.015199,0
74,105,-49.295127,0.014573,0
74,106,-49.636115,0.001436,0
74,107,-48.233818,0.001445,0
74,108,-48.24606,0.000738,0
74,109,-46.36558,0.000737,0
74,110,-45.705373,0.000731,0
74,111,-43.387793,0.000733,0
74,112,-42.508528,0.001212,0
74,113,-39.90397,0.001212,0
74,114,-38.667811,0.003089,0
74,115,-35.617536,0.040054,0
74,116,-34.382313,0.039726,0
74,117,-31.176173,0.041917,0
74,118,-29.649,0.196,1
74,119,-26.287,0.196,1
74,120,-24.526,0.298,1
74,121,-21.01,0.298,1
74,122,-18.88,0.401,1
74,123,-15.14,0.401,1
75,84,-14.745,0.305,1
75,85,-16.739,0.298,1
75,86,-20.840203,0.149922,0
75,87,-22.501,0.196,1
75,88,-26.002244,0.018534,0
75,89,-27.472436,0.054555,0
75,90,-30.659776,0.023594,0
75,91,-31.893478,0.07231,0
75,92,-34.831,0.04,1
75,93,-35.794885,0.030821,0
75,94,-38.409232,0.011374,0
75,95,-38.913193,0.023109,0
75,96,-41.25028,0.027945,0
75,97,-41.537106,0.038995,0
75,98,-43.553865,0.027945,0
75,99,-43.673096,0.027945,0
75,100,-45.288307,0.027945,0
75,101,-45.062885,0.027945,0
75,102,-46.26917,0.027945,0
75,103,-45.653453,0.027945,0
75,104,-46.58428,0.024639,0
75,105,-45.837359,0.021392,0
75,106,-46.517391,0.012549,0
75,107,-45.44606,0.101983,0
75,108,-45.80958,0.008034,0
75,109,-44.219634,0.004275,0
75,110,-43.819027,0.000818,0
75,111,-41.927086,0.000826,0
75,112,-41.216478,0.000736,0
75,113,-39.016811,0.000738,0
75,114,-37.979043,0.008191,0
75,115,-35.63583,0.070852,0
75,116,-34.350296,0.010265,0
75,117,-31.588825,0.070794,0
75,118,-30.231638,0.039123,0
75,119,-27.237,0.196,1
75,120,-25.579,0.298,1
75,121,-22.542,0.298,1
75,122,-20.502,0.298,1
75,123,-17.139,0.401,1
75,124,-14.86,0.401,1
76,85,-9.979,0.4,1
76,86,-14.44,0.3,1
76,87,-16.192,0.298,1
76,88,-20.422106,0.149919,0
76,89,-21.795,0.196,1
76,90,-25.431517,0.017966,0
76,91,-26.501993,0.072682,0
76,92,-29.995213,0.009904,0
76,93,-30.722691,0.025167,0
76,94,-33.926247,0.009773,0
76,95,-34.301942,0.017823,0
76,96,-37.243842,0.012782,0
76,97,-37.438257,0.014959,0
76,98,-39.995416,0.010254,0
76,99,-40.105376,0.011775,0
76,100,-42.09794,0.027945,0
76,101,-41.956462,0.014613,0
76,102,-43.54427,0.013632,0
76,103,-43.019495,0.016504,0
76,104,-44.35781,0.016391,0
76,105,-43.549963,0.025338,0
76,106,-44.609104,0.021745,0
76,107,-43.664043,0.04976,0
76,108,-44.252533,0.000827,0
76,109,-42.80588,0.00083,0
76,110,-42.999943,0.000761,0
76,111,-41.218945,0.000736,0
76,112,-41.137233,0.000734,0
76,113,-38.986745,0.000666,0
76,114,-38.707771,0.00065,0
76,115,-36.395185,0.000659,0
76,116,-35.882191,0.002315,0
76,117,-33.394289,0.002321,0
76,118,-32.435108,0.002403,0
76,119,-29.511593,0.05589,0
76,120,-28.277105,0.040055,0
76,121,-25.309,0.196,1
76,122,-23.837,0.196,1
76,123,-20.484,0.196,1
76,124,-18.779,0.298,1
76,125,-15.239,0.298,1
76,126,-13.087,0.401,1
76,127,-7.64,0.401,1
77,87,-7.344,0.314,1
77,88,-11.593,0.158,1
77,89,-13.354,0.196,1
77,90,-17.07244,0.018346,0
77,91,-18.666226,0.055216,0
77,92,-22.093839,0.023308,0
77,93,-23.36,0.089,1
77,94,-26.412025,0.038466,0
77,95,-27.379369,0.032402,0
77,96,-30.268435,0.011026,0
77,97,-30.863492,0.024322,0
77,98,-33.394506,0.012384,0
77,99,-33.878326,0.01675,0
77,100,-36.047421,0.01976,0
77,101,-36.251884,0.01976,0
77,102,-38.081714,0.009771,0
77,103,-37.977526,0.021706,0
77,104,-39.463028,0.005245,0
77,105,-39.051679,0.020967,0
77,106,-40.203311,0.024398,0
77,107,-39.610851,0.027945,0
77,108,-40.335553,0.027945,0
77,109,-39.172346,0.016526,0
77,110,-39.549372,0.027945,0
77,111,-38.344907,0.009423,0
77,112,-38.449586,0.012576,0
77,113,-36.753544,0.00137,0
77,114,-36.708756,0.001311,0
77,115,-34.835561,0.001314,0
77,116,-34.536235,0.001328,0
77,117,-32.531708,0.001332,0
77,118,-31.692251,0.001333,0
77,119,-29.435493,0.038414,0
77,120,-28.264105,0.02011,0
77,121,-25.821,0.196,1
77,122,-24.398515,0.041054,0
77,123,-21.611,0.196,1
77,124,-19.897,0.196,1
77,125,-16.776,0.298,1
77,126,-14.69,0.401,1
77,127,-9.688,0.401,1
77,128,-5.96,0.503,1
78,88,-4.73,0.3,1
78,89,-6.612,0.302,1
78,90,-11.00746,0.149951,0
78,91,-12.512,0.196,1
78,92,-16.299193,0.018247,0
78,93,-17.469702,0.072747,0
78,94,-21.10692,0.010377,0
78,95,-21.942911,0.055977,0
78,96,-25.318163,0.010351,0
78,97,-25.713466,0.018185,0
78,98,-28.933867,0.012724,0
78,99,-29.370444,0.014988,0
78,100,-31.997519,0.010133,0
78,101,-32.268145,0.007977,0
78,102,-34.435877,0.010974,0
78,103,-34.381511,0.013689,0
78,104,-36.168449,0.013095,0
78,105,-35.772487,0.015533,0
78,106,-37.334243,0.015584,0
78,107,-36.68814,0.025832,0
78,108,-37.864443,0.021745,0
78,109,-36.68505,0.024048,0
78,110,-37.820929,0.005304,0
78,111,-36.469348,0.01009,0
78,112,-37.30645,0.000657,0
78,113,-35.698237,0.004127,0
78,114,-36.288457,0.00257,0
78,115,-34.479608,0.001359,0
78,116,-34.76007,0.000496,0
78,117,-32.793849,0.000503,0
78,118,-32.64451,0.00051,0
78,119,-30.41975,0.000536,0
78,120,-29.903999,0.0021,0
78,121,-27.388682,0.002159,0
78,122,-26.59916,0.02011,0
78,123,-23.740714,0.050103,0
78,124,-22.692125,0.02515,0
78,125,-19.627,0.196,1
78,126,-17.922,0.196,1
78,127,-12.966,0.298,1
78,128,-9.632,0.298,1
78,129,-4.54,0.401,1
78,130,-0.99,0.4,1
79,90,-1.788,0.298,1
79,91,-3.752,0.196,1
79,92,-7.562295,0.020713,0
79,93,-9.318006,0.056158,0
79,94,-12.83244,0.022784,0
79,95,-14.235,0.089,1
79,96,-17.403955,0.03864,0
79,97,-18.520963,0.033185,0
79,98,-21.545103,0.010496,0
79,99,-22.303743,0.010086,0
79,100,-24.988567,0.011696,0
79,101,-25.625509,0.004786,0
79,102,-27.871136,0.019976,0
79,103,-28.300768,0.02026,0
79,104,-30.191483,0.009423,0
79,105,-30.31871,0.022275,0
79,106,-31.858143,0.002608,0
79,107,-31.714852,0.020967,0
79,108,-33.027838,0.022308,0
79,109,-32.371308,0.002701,0
79,110,-33.581955,0.020081,0
79,111,-32.833533,0.003447,0
79,112,-33.797904,0.004926,0
