Z,N,UQ,DQ,Mass Excess [MeV],Mass Error,Mass Estimated,Neutron separation energy [MeV],Separation Error,Seperation Estimated
61,98,220,257,-56.55428,0.010039,0,5.53639,0.01677,0
61,99,221,259,-53.002,0.2,1,4.519,0.201,1
61,100,222,261,-50.235,0.298,1,5.305,0.359,1
61,101,223,263,-46.37,0.3,1,4.206,0.423,1
61,102,224,265,-43.249,0.4,1,4.951,0.5,1
61,103,225,267,-38.87,0.4,1,3.692,0.565,1
62,66,190,194,-38.67,0.5,1,NaN,NaN,
62,67,191,196,-42,0.5,1,11.401,0.707,1
62,68,192,198,-47.506,0.401,1,13.577,0.641,1
62,69,193,200,-50.133,0.401,1,10.698,0.566,1
62,70,194,202,-55.079,0.298,1,13.018,0.499,1
62,71,195,204,-57.231,0.298,1,10.223,0.422,1
62,72,196,206,-61.376,0.196,1,12.216,0.357,1
62,73,197,208,-62.857215,0.154628,0,9.552,0.249,1
62,74,198,210,-66.81089,0.012497,0,12.02499,0.15513,0
62,75,199,212,-68.026525,0.042395,0,9.28695,0.0442,0
62,76,200,214,-71.497762,0.011817,0,11.54255,0.04401,0
62,77,201,216,-72.380219,0.010884,0,8.95377,0.01607,0
62,78,202,218,-75.455935,0.012497,0,11.14703,0.01657,0
62,79,203,220,-75.933909,0.008539,0,8.54929,0.01514,0
62,80,204,222,-78.98647,0.003079,0,11.12388,0.00895,0
62,81,205,224,-79.517152,0.002804,0,8.602,0.00358,0
62,82,206,226,-81.965535,0.001554,0,10.5197,0.00235,0
62,83,207,228,-80.651318,0.001578,0,6.7571,0.0003,0
62,84,208,230,-80.996309,0.003092,0,8.41631,0.00285,0
62,85,209,232,-79.266354,0.001372,0,6.34136,0.00283,0
62,86,210,234,-79.336264,0.001367,0,8.14123,0.00026,0
62,87,211,236,-77.135737,0.001311,0,5.87079,0.00089,0
62,88,212,238,-77.051139,0.001274,0,7.98672,0.00038,0
62,89,213,240,-74.576279,0.001273,0,5.59646,0.00011,0
62,90,214,242,-74.762603,0.001212,0,8.25764,0.00061,0
62,91,215,244,-72.559686,0.001219,0,5.8684,0.00013,0
62,92,216,246,-72.455176,0.001462,0,7.96681,0.00085,0
62,93,217,248,-70.190819,0.001487,0,5.80696,0.00027,0
62,94,218,250,-69.36043,0.008546,0,7.24093,0.0085,0
62,95,219,252,-66.677577,0.004433,0,5.38846,0.00963,0
62,96,220,254,-65.250243,0.004892,0,6.64398,0.00657,0
62,97,221,256,-62.207775,0.005934,0,5.02885,0.00766,0
62,98,222,258,-60.234793,0.005934,0,6.09833,0.00837,0
62,99,223,260,-56.671962,0.006817,0,4.50849,0.00901,0
62,100,224,262,-54.53,0.196,1,5.929,0.196,1
62,101,225,264,-50.72,0.298,1,4.262,0.357,1
62,102,226,266,-48.102,0.298,1,5.454,0.422,1
62,103,227,268,-43.808,0.401,1,3.777,0.499,1
62,104,228,270,-40.73,0.4,1,4.993,0.566,1
63,67,193,197,-33.683,0.5,1,NaN,NaN,
63,68,194,199,-39.27,0.401,1,13.658,0.641,1
63,69,195,201,-42.2,0.4,1,11.002,0.566,1
63,70,196,203,-47.236,0.298,1,13.107,0.499,1
63,71,197,205,-49.928,0.298,1,10.763,0.422,1
63,72,198,207,-54.148,0.196,1,12.291,0.357,1
63,73,199,209,-56.244,0.196,1,10.167,0.277,1
63,74,200,211,-60.145895,0.004378,0,11.974,0.196,1
63,75,201,213,-61.749669,0.027945,0,9.67509,0.02829,0
63,76,202,215,-65.398042,0.013151,0,11.71969,0.03088,0
63,77,203,217,-66.985935,0.051538,0,9.65921,0.05319,0
63,78,204,219,-69.925629,0.012639,0,11.01101,0.05307,0
63,79,205,221,-71.31347,0.030158,0,9.45916,0.03269,0
63,80,206,223,-74.2413,0.010986,0,10.99915,0.0321,0
63,81,207,225,-75.619133,0.010789,0,9.44915,0.0154,0
63,82,208,227,-77.991507,0.003106,0,10.44369,0.01115,0
63,83,209,229,-77.117541,0.006026,0,7.19735,0.00653,0
63,84,210,231,-77.544756,0.00263,0,8.49853,0.00635,0
63,85,211,233,-76.299331,0.010013,0,6.82589,0.01025,0
63,86,212,235,-76.441112,0.003951,0,8.2131,0.0107,0
63,87,213,237,-74.792234,0.006253,0,6.42244,0.00721,0
63,88,214,239,-74.652854,0.001325,0,7.93194,0.00618,0
63,89,215,241,-72.888255,0.001326,0,6.30672,0.0001,0
63,90,216,243,-73.367222,0.00133,0,8.55028,0.00012,0
63,91,217,245,-71.738121,0.001346,0,6.44222,0.00024,0
63,92,218,247,-71.818092,0.001401,0,8.15129,0.0004,0
63,93,219,249,-70.082548,0.00359,0,6.33577,0.00339,0
63,94,220,251,-69.458908,0.004259,0,7.44768,0.00535,0
63,95,221,253,-67.255188,0.010255,0,5.8676,0.0111,0
63,96,222,255,-66.043285,0.004325,0,6.85941,0.01112,0
63,97,223,257,-63.480463,0.009501,0,5.50849,0.01043,0
63,98,224,259,-61.791524,0.010399,0,6.38238,0.01407,0
63,99,225,261,-58.703401,0.035229,0,4.98319,0.03673,0
63,100,226,263,-56.484886,0.065544,0,5.8528,0.07441,0
63,101,227,265,-53.381,0.114,1,4.967,0.132,1
63,102,228,267,-50.724,0.138,1,5.414,0.179,1
63,103,229,269,-47.208,0.358,1,4.555,0.384,1
63,104,230,271,-44.01,0.4,1,4.874,0.537,1
63,105,231,273,-39.74,0.5,1,3.801,0.64,1
64,69,197,202,-35.86,0.5,1,NaN,NaN,
64,70,198,204,-41.302,0.401,1,13.514,0.641,1
64,71,199,206,-44.39,0.4,1,11.159,0.566,1
64,72,200,208,-49.09,0.298,1,12.771,0.499,1
64,73,201,210,-51.214,0.298,1,10.195,0.422,1
64,74,202,212,-55.8,0.196,1,12.658,0.357,1
64,75,203,214,-57.632,0.196,1,9.903,0.277,1
64,76,204,216,-61.782271,0.027945,0,12.222,0.198,1
64,77,205,218,-63.224224,0.01976,0,9.51327,0.03423,0
64,78,206,220,-66.959515,0.027945,0,11.80661,0.03423,0
64,79,207,222,-68.2313,0.200301,0,9.3431,0.20224,0
64,80,208,224,-71.759504,0.027945,0,11.59952,0.20224,0
64,81,209,226,-72.92632,0.019709,0,9.23813,0.0342,0
64,82,210,228,-76.085783,0.004108,0,11.23078,0.02013,0
64,83,211,230,-75.356945,0.001965,0,7.34248,0.00403,0
64,84,212,232,-76.269329,0.001554,0,8.9837,0.00123,0
64,85,213,234,-75.127011,0.00336,0,6.929,0.00313,0
64,86,214,236,-75.763934,0.006076,0,8.70824,0.00675,0
64,87,215,238,-74.188737,0.003056,0,6.49612,0.00661,0
64,88,216,240,-74.706916,0.001206,0,8.5895,0.00285,0
64,89,217,242,-72.882551,0.001203,0,6.24695,0.00013,0
64,90,218,244,-73.705954,0.001197,0,8.89472,0.00017,0
64,91,219,246,-72.06988,0.001191,0,6.43524,0.00018,0
64,92,220,248,-72.534914,0.00119,0,8.53635,0.00007,0
64,93,221,250,-70.823473,0.001189,0,6.35988,0.00015,0
64,94,222,252,-70.689546,0.001189,0,7.93739,0.00006,0
64,95,223,254,-68.561436,0.001192,0,5.94321,0.00008,0
64,96,224,256,-67.941741,0.001278,0,7.45162,0.00074,0
64,97,225,258,-65.505824,0.001622,0,5.6354,0.001,0
64,98,226,260,-64.280401,0.004009,0,6.84589,0.00393,0
64,99,227,262,-61.313886,0.008426,0,5.1048,0.00933,0
64,100,228,264,-59.774,0.102,1,6.531,0.103,1
64,101,229,266,-56.453,0.121,1,4.75,0.159,1
64,102,230,268,-54.53,0.196,1,6.148,0.23,1
64,103,231,270,-50.813,0.298,1,4.355,0.357,1
64,104,232,272,-48.363,0.401,1,5.621,0.499,1
64,105,233,274,-44.153,0.503,1,3.861,0.643,1
64,106,234,276,-41.38,0.596,1,5.298,0.78,1
65,70,200,205,-32.825,0.401,1,NaN,NaN,
65,71,201,207,-36.13,0.5,1,11.376,0.641,1
65,72,202,209,-40.967,0.401,1,12.909,0.641,1
65,73,203,211,-43.668,0.298,1,10.773,0.499,1
65,74,204,213,-48.13,0.298,1,12.533,0.422,1
65,75,205,215,-50.482271,0.800488,0,10.423,0.854,1
65,76,206,217,-54.540837,0.105259,0,12.12988,0.80738,0
65,77,207,219,-56.559515,0.700558,0,10.09,0.70842,0
65,78,208,221,-60.419183,0.051232,0,11.93099,0.70243,0
65,79,209,223,-62.368181,0.027945,0,10.02031,0.05836,0
65,80,210,225,-66.388411,0.109174,0,12.09155,0.11269,0
65,81,211,227,-67.76361,0.044862,0,9.44652,0.11803,0
65,82,212,229,-70.742665,0.0081,0,11.05037,0.04552,0
65,83,213,231,-70.537082,0.012464,0,7.86573,0.01485,0
65,84,214,233,-71.488669,0.003667,0,9.0229,0.01293,0
65,85,215,235,-71.105721,0.007384,0,7.68837,0.00805,0
65,86,216,237,-71.623504,0.004137,0,8.5891,0.00831,0
65,87,217,239,-70.716916,0.040018,0,7.16473,0.0402,0
65,88,218,241,-71.313338,0.003995,0,8.66774,0.04018,0
65,89,219,243,-70.156303,0.045314,0,6.91428,0.04546,0
65,90,220,245,-71.25005,0.009849,0,9.16506,0.04634,0
65,91,221,247,-70.090797,0.003814,0,6.91206,0.01046,0
65,92,222,249,-70.76343,0.001222,0,8.74395,0.00369,0
65,93,223,251,-69.470668,0.001401,0,6.77855,0.00102,0
65,94,224,253,-69.532363,0.001256,0,8.13301,0.00064,0
65,95,225,255,-67.836257,0.001262,0,6.37521,0.00013,0
65,96,226,257,-67.461589,0.00135,0,7.69665,0.00055,0
65,97,227,259,-65.675958,0.036372,0,6.28569,0.03639,0
65,98,228,261,-64.596071,0.004073,0,6.99143,0.03658,0
65,99,229,263,-62.077965,0.100003,0,5.55321,0.10008,0
65,100,230,265,-60.566,0.102,1,6.559,0.143,1
65,101,231,267,-57.884789,0.070005,0,5.39,0.124,1
65,102,232,269,-55.927,0.196,1,6.113,0.208,1
65,103,233,271,-52.723,0.298,1,4.867,0.357,1
65,104,234,273,-50.329,0.298,1,5.677,0.422,1
65,105,235,275,-46.724,0.401,1,4.466,0.499,1
65,106,236,277,-44.032,0.503,1,5.379,0.643,1
65,107,237,279,-39.85,0.503,1,3.89,0.711,1
66,72,204,210,-34.931,0.503,1,NaN,NaN,
66,73,205,212,-37.642,0.503,1,10.782,0.711,1
66,74,206,214,-42.83,0.401,1,13.26,0.643,1
66,75,207,216,-45.382,0.298,1,10.624,0.499,1
66,76,208,218,-50.12,0.729,1,12.808,0.787,1
66,77,209,220,-52.168941,0.013041,0,10.121,0.729,1
66,78,210,222,-56.570083,0.007173,0,12.47246,0.01488,0
66,79,211,224,-58.242599,0.00652,0,9.74383,0.00969,0
66,80,212,226,-62.554918,0.006695,0,12.38364,0.00935,0
66,81,213,228,-64.196038,0.008849,0,9.71244,0.0111,0
66,82,214,230,-67.85955,0.008724,0,11.73483,0.01243,0
66,83,215,232,-67.695909,0.009221,0,7.90768,0.01209,0
66,84,216,234,-69.3096,0.004348,0,9.68501,0.01,0
66,85,217,236,-68.752405,0.003293,0,7.51412,0.00503,0
66,86,218,238,-70.117873,0.004624,0,9.43678,0.00524,0
66,87,219,240,-69.142943,0.004048,0,7.09639,0.00588,0
66,88,220,242,-70.393907,0.007445,0,9.32228,0.00834,0
66,89,221,244,-69.15555,0.009665,0,6.83296,0.01213,0
66,90,222,246,-70.528964,0.001194,0,9.44473,0.0096,0
66,91,223,248,-69.424558,0.005177,0,6.96691,0.00513,0
66,92,224,250,-70.407349,0.002365,0,9.05411,0.00513,0
66,93,225,252,-69.167134,0.001528,0,6.8311,0.0026,0
66,94,226,254,-69.67273,0.000772,0,8.57691,0.00142,0
66,95,227,256,-68.055801,0.000768,0,6.45439,0.00008,0
66,96,228,258,-68.181478,0.000767,0,8.19699,0.00006,0
66,97,229,260,-66.38117,0.000765,0,6.27101,0.00005,0
66,98,230,262,-65.967965,0.000767,0,7.65811,0.00007,0
66,99,231,264,-63.612606,0.000769,0,5.71596,0.00005,0
66,100,232,266,-62.584789,0.000867,0,7.0435,0.0004,0
66,101,233,268,-59.930626,0.060228,0,5.41715,0.06023,0
66,102,234,270,-58.559566,0.140009,0,6.70026,0.1524,0
66,103,235,272,-55.597177,0.30067,0,5.10893,0.33166,0
66,104,236,274,-53.663,0.196,1,6.138,0.359,1
66,105,237,276,-50.189,0.298,1,4.597,0.357,1
66,106,238,278,-48.009,0.298,1,5.892,0.422,1
66,107,239,280,-43.939,0.401,1,4.001,0.499,1
66,108,240,282,-41.37,0.503,1,5.503,0.643,1
67,73,207,213,-29.259,0.503,1,NaN,NaN,
67,74,208,215,-34.364,0.401,1,13.177,0.643,1
67,75,209,217,-37.25,0.401,1,10.957,0.567,1
67,76,210,219,-42.048,0.298,1,12.869,0.499,1
67,77,211,221,-44.609513,0.008477,0,10.633,0.298,1
67,78,212,223,-49.120105,0.007452,0,12.58191,0.01129,0
67,79,213,225,-51.238219,0.006587,0,10.18943,0.00995,0
67,80,214,227,-55.757092,0.005001,0,12.59019,0.00827,0
67,81,215,229,-57.991158,0.083834,0,10.30538,0.08398,0
67,82,216,231,-61.646578,0.01199,0,11.72674,0.08469,0
67,83,217,233,-61.945881,0.014168,0,8.37062,0.01855,0
67,84,218,235,-63.622738,0.008302,0,9.74817,0.01636,0
67,85,219,237,-63.604771,0.012529,0,8.05335,0.01502,0
67,86,220,239,-65.012103,0.005094,0,9.47865,0.01347,0
67,87,221,241,-64.639311,0.008228,0,7.69853,0.00951,0
67,88,222,243,-66.039539,0.017474,0,9.47154,0.01929,0
67,89,223,245,-65.478964,0.060012,0,7.51074,0.06249,0
67,90,224,247,-66.832832,0.023469,0,9.42519,0.06443,0
67,91,225,249,-66.187593,0.027108,0,7.42608,0.03584,0
67,92,226,251,-67.329534,0.003088,0,9.21326,0.02726,0
67,93,227,253,-66.38273,0.01502,0,7.12451,0.0153,0
67,94,228,255,-67.19727,0.002242,0,8.88586,0.01516,0
67,95,229,257,-66.041541,0.003166,0,6.91559,0.00361,0
67,96,230,259,-66.378335,0.000765,0,8.40811,0.00311,0
67,97,231,261,-64.981503,0.001528,0,6.67448,0.00141,0
67,98,232,263,-64.899006,0.00101,0,7.98882,0.00115,0
67,99,233,265,-63.071329,0.00101,0,6.24364,0.00002,0
67,100,234,267,-62.280626,0.005234,0,7.28061,0.00525,0
67,101,235,269,-60.061171,0.030023,0,5.85186,0.03045,0
67,102,236,271,-58.797177,0.02006,0,6.80732,0.03608,0
67,103,237,273,-56.238681,0.050024,0,5.51282,0.05385,0
67,104,238,275,-54.518956,0.600002,0,6.35159,0.60208,0
67,105,239,277,-51.484,0.196,1,5.036,0.631,1
67,106,240,279,-49.351,0.298,1,5.938,0.357,1
67,107,241,281,-45.69,0.298,1,4.411,0.422,1
67,108,242,283,-43.203,0.401,1,5.584,0.499,1
67,109,243,285,-39.29,0.503,1,4.159,0.643,1
68,74,210,216,-28.03,0.5,1,NaN,NaN,
68,75,211,218,-31.26,0.4,1,11.302,0.64,1
68,76,212,220,-36.608,0.196,1,13.419,0.445,1
68,77,213,222,-39.24,0.2,1,10.704,0.28,1
68,78,214,224,-44.322012,0.006705,0,13.153,0.2,1
68,79,215,226,-46.607807,0.038191,0,10.35711,0.03878,0
68,80,216,228,-51.478989,0.010246,0,12.9425,0.03954,0
68,81,217,230,-53.741615,0.027945,0,10.33394,0.02976,0
68,82,218,232,-57.831313,0.017195,0,12.16101,0.03281,0
68,83,219,234,-58.266284,0.01647,0,8.50629,0.02381,0
68,84,220,236,-60.500377,0.00883,0,10.30541,0.01869,0
68,85,221,238,-60.468604,0.009321,0,8.03954,0.01223,0
68,86,222,240,-62.60502,0.004986,0,10.20773,0.01039,0
68,87,223,242,-62.209189,0.006098,0,7.67549,0.00759,0
68,88,224,244,-64.211709,0.024629,0,10.07384,0.02537,0
68,89,225,246,-63.413639,0.026505,0,7.27325,0.03618,0
68,90,226,248,-65.303808,0.025219,0,9.96149,0.03659,0
68,91,227,250,-64.561034,0.003679,0,7.32854,0.02549,0
68,92,228,252,-66.064228,0.024254,0,9.57451,0.02453,0
68,93,229,254,-65.201608,0.00878,0,7.2087,0.02579,0
68,94,230,256,-66.334519,0.000822,0,9.20423,0.00874,0
68,95,231,258,-65.167723,0.004639,0,6.90452,0.00458,0
68,96,232,260,-65.94289,0.000775,0,8.84648,0.00458,0
68,97,233,262,-64.52161,0.000964,0,6.65004,0.00059,0
68,98,234,264,-64.926042,0.001165,0,8.47575,0.00129,0
68,99,235,266,-63.29118,0.001166,0,6.43646,0.00018,0
68,100,236,268,-62.991171,0.001168,0,7.77131,0.00012,0
68,101,237,270,-60.923104,0.001179,0,6.00325,0.00015,0
68,102,238,272,-60.108681,0.001546,0,7.25689,0.00146,0
68,103,239,274,-57.718956,0.001557,0,5.68159,0.00035,0
68,104,240,276,-56.483612,0.004008,0,6.83597,0.00379,0
68,105,241,278,-53.654,0.196,1,5.242,0.196,1
68,106,242,280,-51.949,0.298,1,6.367,0.357,1
68,107,243,282,-48.652,0.401,1,4.774,0.499,1
68,108,244,284,-46.631,0.401,1,6.05,0.566,1
68,109,245,286,-42.858,0.503,1,4.299,0.643,1
68,110,246,288,-40.26,0.596,1,5.473,0.78,1
69,75,213,219,-22.259,0.4,1,NaN,NaN,
69,76,214,221,-27.583,0.196,1,13.395,0.445,1
69,77,215,223,-31.055,0.2,1,11.544,0.28,1
69,78,216,225,-35.9744,0.006839,0,12.99,0.2,1
69,79,217,227,-38.765027,0.010246,0,10.86194,0.01232,0
69,80,218,229,-43.883,0.196,1,13.189,0.196,1
69,81,219,231,-46.491,0.196,1,10.68,0.277,1
69,82,220,233,-50.772756,0.019416,0,12.353,0.197,1
69,83,221,235,-51.720273,0.054027,0,9.01883,0.05741,0
69,84,222,237,-53.973329,0.011983,0,10.32437,0.05534,0
69,85,223,239,-54.427131,0.014412,0,8.52512,0.01873,0
69,86,224,241,-56.625913,0.009925,0,10.2701,0.01744,0
69,87,225,243,-56.83455,0.014279,0,8.27995,0.01738,0
69,88,226,245,-58.709273,0.027945,0,9.94604,0.03138,0
69,89,227,247,-58.703194,0.025219,0,8.06524,0.03764,0
69,90,228,249,-60.570398,0.027945,0,9.93852,0.03764,0
69,91,229,251,-60.302028,0.034262,0,7.80295,0.04421,0
69,92,230,253,-61.898708,0.027945,0,9.668,0.04421,0
69,93,231,255,-61.477791,0.02606,0,7.6504,0.03821,0
69,94,232,257,-62.728723,0.005524,0,9.32225,0.02662,0
69,95,233,259,-61.904035,0.024394,0,7.24663,0.02501,0
69,96,234,261,-62.929621,0.001671,0,9.0969,0.02445,0
69,97,235,263,-61.888375,0.011606,0,7.03007,0.01174,0
69,98,236,265,-62.543641,0.001298,0,8.72658,0.01164,0
69,99,237,267,-61.312921,0.001709,0,6.8406,0.00181,0
69,100,238,269,-61.275212,0.000812,0,8.03361,0.0015,0
69,101,239,271,-59.795853,0.000801,0,6.59196,0.00017,0
69,102,240,273,-59.210298,0.000972,0,7.48576,0.00123,0
69,103,241,275,-57.374379,0.005503,0,6.2354,0.00547,0
69,104,242,277,-56.256059,0.0044,0,6.953,0.00705,0
69,105,243,279,-53.864512,0.044721,0,5.67977,0.04494,0
69,106,244,281,-52.310549,0.05,0,6.51735,0.06708,0
69,107,245,283,-49.371314,0.1,0,5.13208,0.1118,0
69,108,246,285,-47.469,0.298,1,6.169,0.314,1
69,109,247,287,-44.116,0.401,1,4.718,0.499,1
69,110,248,289,-41.601,0.503,1,5.556,0.643,1
69,111,249,291,-37.92,0.503,1,4.391,0.711,1
69,112,250,293,-35.17,0.596,1,5.322,0.78,1
70,78,218,226,-30.33,0.4,1,NaN,NaN,
70,79,219,228,-33.198,0.3,1,10.939,0.5,1
70,80,220,230,-38.638,0.3,1,13.511,0.424,1
70,81,221,232,-41.542342,0.300492,0,10.975,0.425,1
70,82,222,234,-46.270381,0.149708,0,12.79936,0.33572,0
70,83,223,236,-47.208,0.196,1,9.009,0.246,1
70,84,224,238,-49.932083,0.017281,0,10.795,0.196,1
70,85,225,240,-50.502608,0.0166,0,8.64184,0.02396,0
70,86,226,242,-53.265721,0.009308,0,10.83443,0.01903,0
70,87,227,244,-53.421898,0.01092,0,8.22749,0.01374,0
70,88,228,246,-56.010237,0.007994,0,10.65966,0.01338,0
70,89,229,248,-55.838606,0.017794,0,7.89969,0.01933,0
70,90,230,250,-58.162706,0.007233,0,10.39542,0.01911,0
70,91,231,252,-57.8394,0.015354,0,7.74801,0.01687,0
70,92,232,254,-59.826347,0.015359,0,10.05826,0.02115,0
70,93,233,256,-59.299094,0.015364,0,7.54406,0.02115,0
70,94,234,258,-61.017418,0.015369,0,9.78964,0.02115,0
70,95,235,260,-60.295382,0.026539,0,7.34928,0.03067,0
70,96,236,262,-61.59574,0.007101,0,9.37168,0.02747,0
70,97,237,264,-60.590576,0.003981,0,7.06615,0.00808,0
70,98,238,266,-61.581901,0.001195,0,9.06264,0.00404,0
70,99,239,268,-60.377563,0.001205,0,6.86698,0.00015,0
70,100,240,270,-60.763919,0.00001,0,8.45767,0.0012,0
70,101,241,272,-59.30681,0.000013,0,6.61421,0.00001,0
70,102,242,274,-59.255446,0.000014,0,8.01995,0.00002,0
70,103,243,276,-57.551225,0.000011,0,6.3671,0.00002,0
70,104,244,278,-56.944512,0.000011,0,7.4646,0.00001,0
70,105,245,280,-54.695549,0.000071,0,5.82235,0.00007,0
70,106,246,282,-53.491314,0.000015,0,6.86708,0.00007,0
70,107,247,284,-50.986397,0.00022,0,5.5664,0.00022,0
70,108,248,286,-49.695475,0.01,0,6.78039,0.01,0
70,109,249,288,-46.537,0.196,1,4.913,0.196,1
70,110,250,290,-44.6,0.298,1,6.134,0.357,1
70,111,251,292,-41.088,0.298,1,4.56,0.422,1
70,112,252,294,-38.82,0.401,1,5.803,0.499,1
70,113,253,296,-35.1,0.401,1,4.351,0.566,1
70,114,254,298,-32.54,0.503,1,5.512,0.643,1
70,115,255,300,-28.5,0.503,1,4.031,0.711,1
71,79,221,229,-24.64,0.3,1,NaN,NaN,
71,80,222,231,-30.108,0.3,1,13.54,0.424,1
71,81,223,233,-33.422,0.196,1,11.385,0.358,1
71,82,224,235,-38.372844,0.150034,0,13.022,0.247,1
71,83,225,237,-39.715,0.196,1,9.414,0.247,1
71,84,226,239,-42.545047,0.019246,0,10.901,0.197,1
71,85,227,241,-43.699544,0.054122,0,9.22581,0.05744,0
71,86,228,243,-46.440523,0.012078,0,10.8123,0.05545,0
71,87,229,245,-47.21219,0.015125,0,8.84298,0.01935,0
71,88,230,247,-49.708604,0.037663,0,10.56773,0.04059,0
71,89,231,249,-50.269937,0.056821,0,8.63265,0.06817,0
71,90,232,251,-52.562344,0.027945,0,10.36372,0.06332,0
71,91,233,253,-52.831753,0.075036,0,8.34073,0.08007,0
71,92,234,255,-54.791409,0.027945,0,10.03097,0.08007,0
71,93,235,257,-54.64237,0.027945,0,7.92228,0.03952,0
71,94,236,259,-56.442242,0.026539,0,9.87119,0.03854,0
71,95,237,261,-56.020981,0.029808,0,7.65006,0.03991,0
71,96,238,263,-57.501125,0.031671,0,9.55146,0.04349,0
71,97,239,265,-57.06785,0.039266,0,7.63804,0.05045,0
71,98,240,267,-58.084563,0.003233,0,9.08803,0.03936,0
71,99,241,269,-57.306224,0.016843,0,7.29298,0.01715,0
71,100,242,271,-57.828395,0.001862,0,8.59349,0.01695,0
71,101,243,273,-56.73598,0.002336,0,6.9789,0.00263,0
71,102,244,275,-56.880916,0.001567,0,8.21625,0.00224,0
71,103,245,277,-55.570195,0.001567,0,6.7606,0.00141,0
71,104,246,279,-55.165582,0.001207,0,7.6667,0.001,0
71,105,247,281,-53.382236,0.001212,0,6.28797,0.00015,0
71,106,248,283,-52.383806,0.00122,0,7.07289,0.00016,0
71,107,249,285,-50.337784,0.002251,0,6.0253,0.00189,0
71,108,250,287,-49.058918,0.00515,0,6.79245,0.00535,0
71,109,251,289,-46.676348,0.070725,0,5.68875,0.07089,0
71,110,252,291,-44.79741,0.125752,0,6.19238,0.14428,0
71,111,253,293,-41.88,0.196,1,5.154,0.233,1
71,112,254,295,-39.71611,0.080108,0,5.907,0.211,1
71,113,255,297,-36.412,0.298,1,4.767,0.309,1
71,114,256,299,-33.888,0.298,1,5.547,0.422,1
71,115,257,301,-30.21,0.401,1,4.394,0.499,1
71,116,258,303,-27.58,0.401,1,5.441,0.566,1
71,117,259,305,-23.79,0.503,1,4.282,0.643,1
72,81,225,234,-27.3,0.3,1,NaN,NaN,
72,82,226,236,-32.67,0.3,1,13.441,0.424,1
72,83,227,238,-34.17,0.298,1,9.571,0.423,1
72,84,228,240,-37.816896,0.149757,0,11.718,0.334,1
72,85,229,242,-38.903,0.196,1,9.158,0.246,1
72,86,230,244,-42.10239,0.017494,0,11.271,0.196,1
72,87,231,246,-42.8526,0.016813,0,8.82153,0.02426,0
72,88,232,248,-45.938943,0.009541,0,11.15766,0.01933,0
72,89,233,250,-46.314672,0.022551,0,8.44705,0.02441,0
72,90,234,252,-49.169008,0.008968,0,10.92565,0.02425,0
72,91,235,254,-49.263682,0.024778,0,8.16599,0.02635,0
72,92,236,256,-51.818505,0.01582,0,10.62614,0.0294,0
72,93,237,258,-51.635507,0.027945,0,7.88832,0.03211,0
72,94,238,260,-53.858983,0.027945,0,10.29479,0.03952,0
72,95,239,262,-53.467756,0.027945,0,7.68009,0.03952,0
72,96,240,264,-55.360552,0.027945,0,9.96411,0.03952,0
72,97,241,266,-54.716889,0.027945,0,7.42765,0.03952,0
72,98,242,268,-56.253854,0.027945,0,9.60828,0.03952,0
72,99,243,270,-55.431345,0.028876,0,7.24881,0.04018,0
72,100,244,272,-56.402226,0.024428,0,9.0422,0.03782,0
72,101,245,274,-55.411784,0.027945,0,7.08088,0.03712,0
72,102,246,276,-55.844481,0.002259,0,8.50401,0.02804,0
72,103,247,278,-54.481662,0.002282,0,6.7085,0.00038,0
72,104,248,280,-54.576321,0.001481,0,8.16598,0.00178,0
72,105,249,282,-52.880616,0.001408,0,6.37561,0.00102,0
72,106,250,284,-52.435236,0.001412,0,7.62594,0.00018,0
72,107,251,286,-50.462907,0.001413,0,6.09899,0.00008,0
72,108,252,288,-49.779348,0.001419,0,7.38776,0.00015,0
72,109,253,290,-47.402831,0.00142,0,5.6948,0.00007,0
72,110,254,292,-46.049508,0.006165,0,6.71799,0.006,0
72,111,255,294,-43.282796,0.030034,0,5.30461,0.03065,0
72,112,256,296,-41.499373,0.039706,0,6.28789,0.04978,0
72,113,257,298,-38.3198,0.064273,0,4.89174,0.07555,0
72,114,258,300,-36.42421,0.051232,0,6.17573,0.08219,0
72,115,259,302,-32.817,0.298,1,4.464,0.302,1
72,116,260,304,-30.879,0.298,1,6.134,0.422,1
72,117,261,306,-27.162,0.298,1,4.355,0.422,1
72,118,262,308,-25.03,0.401,1,5.939,0.499,1
73,82,228,237,-23.928,0.3,1,NaN,NaN,
73,83,229,239,-25.861,0.298,1,10.004,0.423,1
73,84,230,241,-29.59333,0.150069,0,11.803,0.334,1
73,85,231,243,-31.167,0.196,1,9.645,0.247,1
73,86,232,245,-34.439148,0.019689,0,11.344,0.197,1
73,87,233,247,-35.823695,0.054316,0,9.45586,0.05777,0
73,88,234,249,-38.778997,0.024382,0,11.02662,0.05954,0
73,89,235,251,-39.780194,0.052238,0,9.07251,0.05765,0
73,90,236,253,-42.534629,0.038061,0,10.82575,0.06463,0
73,91,237,255,-43.2828,0.027945,0,8.81949,0.04722,0
73,92,238,257,-45.847853,0.013863,0,10.63637,0.03119,0
73,93,239,259,-46.097775,0.027945,0,8.32124,0.03119,0
73,94,240,261,-48.351059,0.027945,0,10.3246,0.03952,0
73,95,241,263,-48.393908,0.027945,0,8.11417,0.03952,0
73,96,242,265,-50.29043,0.027945,0,9.96784,0.03952,0
