Z,N,UQ,DQ,Mass Excess [MeV],Mass Error,Mass Estimated,Neutron separation energy [MeV],Separation Error,Seperation Estimated
23,29,75,81,-51.443769,0.00042,0,7.31124,0.00013,0
23,30,76,83,-51.851061,0.00312,0,8.47861,0.00315,0
23,31,77,85,-49.893173,0.015004,0,6.11343,0.01532,0
23,32,78,87,-49.144586,0.095104,0,7.32273,0.09628,0
23,33,79,89,-46.154881,0.176898,0,5.08161,0.20084,0
23,34,80,91,-44.41345,0.080479,0,6.32989,0.19434,0
23,35,81,93,-40.401753,0.089374,0,4.05962,0.12027,0
23,36,82,95,-37.832015,0.161874,0,5.50158,0.18491,0
23,37,83,97,-33.241956,0.220159,0,3.48126,0.27326,0
23,38,84,99,-30.506429,0.894234,0,5.33579,0.92094,0
23,39,85,101,-25.476,0.298,1,3.041,0.943,1
23,40,86,103,-21.89,0.4,1,4.485,0.499,1
23,41,87,105,-16.32,0.4,1,2.501,0.565,1
23,42,88,107,-11.78,0.5,1,3.531,0.64,1
23,43,89,109,-5.61,0.5,1,1.902,0.707,1
23,44,90,111,-0.65,0.6,1,3.111,0.781,1
24,18,66,60,6.73,0.4,1,NaN,NaN,
24,19,67,62,-1.97,0.4,1,16.771,0.565,1
24,20,68,64,-13.36,0.3,1,19.462,0.5,1
24,21,69,66,-19.514799,0.035397,0,14.226,0.302,1
24,22,70,68,-29.471567,0.011453,0,18.02808,0.0372,0
24,23,71,70,-34.562578,0.00603,0,13.16233,0.01294,0
24,24,72,72,-42.82202,0.007324,0,16.33076,0.00948,0
24,25,73,74,-45.33306,0.002243,0,10.58236,0.00763,0
24,26,74,76,-50.262072,0.000437,0,13.00033,0.0022,0
24,27,75,78,-51.451395,0.0004,0,9.26064,0.0002,0
24,28,76,80,-55.419242,0.00034,0,12.03916,0.00051,0
24,29,77,82,-55.286999,0.000348,0,7.93907,0.00014,0
24,30,78,84,-56.934765,0.000353,0,9.71908,0.00012,0
24,31,79,86,-55.10971,0.000399,0,6.24626,0.00019,0
24,32,80,88,-55.285001,0.000603,0,8.24661,0.00065,0
24,33,81,90,-52.524702,0.001068,0,5.31102,0.00123,0
24,34,82,92,-51.991801,0.00149,0,7.53842,0.00183,0
24,35,83,94,-48.08576,0.216367,0,4.16528,0.21637,0
24,36,84,96,-46.669576,0.193593,0,6.65513,0.29033,0
24,37,85,98,-42.475229,0.101341,0,3.87697,0.21851,0
24,38,86,100,-40.894961,0.148099,0,6.49105,0.17945,0
24,39,87,102,-36.007474,0.358073,0,3.18383,0.38749,0
24,40,88,104,-33.479757,0.439665,0,5.5436,0.56703,0
24,41,89,106,-28.22,0.3,1,2.811,0.532,1
24,42,90,108,-24.72,0.4,1,4.572,0.5,1
24,43,91,110,-18.68,0.4,1,2.032,0.565,1
24,44,92,112,-14.8,0.5,1,4.191,0.64,1
24,45,93,114,-8.58,0.5,1,1.852,0.707,1
24,46,94,116,-4.48,0.6,1,3.971,0.781,1
25,19,69,63,7.03,0.5,1,NaN,NaN,
25,20,70,65,-5.25,0.4,1,20.351,0.64,1
25,21,71,67,-12.57,0.4,1,15.391,0.565,1
25,22,72,69,-22.566374,0.031671,0,18.068,0.401,1
25,23,73,71,-29.296338,0.006939,0,14.80128,0.03242,0
25,24,74,73,-37.620634,0.002255,0,16.39561,0.00729,0
25,25,75,75,-42.627595,0.000442,0,13.07828,0.00221,0
25,26,76,77,-48.243877,0.000502,0,13.6876,0.0003,0
25,27,77,79,-50.707284,0.001845,0,10.53472,0.0019,0
25,28,78,81,-54.690116,0.00045,0,12.05415,0.00187,0
25,29,79,83,-55.557629,0.001059,0,8.93883,0.00106,0
25,30,80,85,-57.712413,0.000303,0,10.2261,0.00105,0
25,31,81,87,-56.911538,0.000331,0,7.27044,0.00013,0
25,32,82,89,-57.486251,0.001505,0,8.64603,0.00153,0
25,33,83,91,-55.82756,0.002701,0,6.41263,0.00309,0
25,34,84,93,-55.52532,0.002329,0,7.76908,0.00357,0
25,35,85,95,-52.967938,0.002329,0,5.51393,0.00329,0
25,36,86,97,-51.742122,0.002329,0,6.8455,0.00329,0
25,37,87,99,-48.523957,0.006542,0,4.85315,0.00694,0
25,38,88,101,-46.887053,0.003726,0,6.43441,0.00753,0
25,39,89,103,-42.989035,0.00354,0,4.1733,0.00514,0
25,40,90,105,-40.967339,0.003726,0,6.04962,0.00514,0
25,41,91,107,-36.750387,0.011178,0,3.85437,0.01178,0
25,42,92,109,-33.46,0.3,1,4.781,0.3,1
25,43,93,111,-28.38,0.4,1,2.991,0.5,1
25,44,94,113,-24.77,0.4,1,4.462,0.565,1
25,45,95,115,-19.5,0.5,1,2.801,0.64,1
25,46,96,117,-15.57,0.5,1,4.141,0.707,1
25,47,97,119,-9.9,0.6,1,2.401,0.781,1
26,19,71,64,13.762,0.4,1,NaN,NaN,
26,20,72,66,0.91,0.5,1,20.923,0.64,1
26,21,73,68,-6.87,0.5,1,15.851,0.707,1
26,22,74,70,-18,0.4,1,19.202,0.64,1
26,23,75,72,-24.750727,0.024219,0,14.822,0.4,1
26,24,76,74,-34.476456,0.008383,0,17.79705,0.02563,0
26,25,77,76,-40.202555,0.008964,0,13.79742,0.01227,0
26,26,78,78,-48.330363,0.005117,0,16.19913,0.01032,0
26,27,79,80,-50.94753,0.001656,0,10.68848,0.00516,0
26,28,80,82,-56.2545,0.000372,0,13.37829,0.00161,0
26,29,81,84,-57.4813,0.000342,0,9.29812,0.00019,0
26,30,82,86,-60.607082,0.000302,0,11.1971,0.00023,0
26,31,83,88,-60.181839,0.000304,0,7.64607,0.00004,0
26,32,84,90,-62.155113,0.000343,0,10.04459,0.00018,0
26,33,85,92,-60.664805,0.000355,0,6.58101,0.00011,0
26,34,86,94,-61.413017,0.003409,0,8.81953,0.00339,0
26,35,87,96,-58.920494,0.002608,0,5.57879,0.00429,0
26,36,88,98,-58.878048,0.002794,0,8.02887,0.00382,0
26,37,89,100,-55.635621,0.004302,0,4.82889,0.00513,0
26,38,90,102,-54.969544,0.005017,0,7.40524,0.00661,0
26,39,91,104,-51.217895,0.005112,0,4.31967,0.00716,0
26,40,92,106,-50.067839,0.004099,0,6.92126,0.00655,0
26,41,93,108,-45.610155,0.270285,0,3.61363,0.27032,0
26,42,94,110,-43.486914,0.365259,0,5.94808,0.45439,0
26,43,95,112,-39.03,0.4,1,3.614,0.541,1
26,44,96,114,-36.51,0.4,1,5.552,0.565,1
26,45,97,116,-31.43,0.4,1,2.991,0.565,1
26,46,98,118,-28.43,0.5,1,5.072,0.64,1
26,47,99,120,-22.9,0.5,1,2.541,0.707,1
26,48,100,122,-19.59,0.6,1,4.762,0.781,1
26,49,101,124,-13.64,0.6,1,2.121,0.848,1
27,20,74,67,10.37,0.6,1,NaN,NaN,
27,21,75,69,1.5,0.5,1,16.942,0.781,1
27,22,76,71,-9.88,0.5,1,19.451,0.707,1
27,23,77,73,-17.63,0.4,1,15.821,0.64,1
27,24,78,75,-27.342143,0.048438,0,17.783,0.403,1
27,25,79,77,-34.360951,0.008383,0,15.09012,0.04916,0
27,26,80,79,-42.659428,0.001713,0,16.36979,0.00856,0
27,27,81,81,-48.009953,0.000383,0,13.42184,0.00167,0
27,28,82,83,-54.029883,0.000428,0,14.09125,0.00031,0
27,29,83,85,-56.040402,0.000493,0,10.08184,0.00046,0
27,30,84,87,-59.345564,0.000533,0,11.37648,0.00057,0
27,31,85,89,-59.847158,0.00116,0,8.57291,0.00118,0
27,32,86,91,-62.229709,0.000418,0,10.45387,0.0011,0
27,33,87,93,-61.650309,0.000424,0,7.49192,0.00007,0
27,34,88,95,-62.898066,0.000846,0,9.31907,0.00082,0
27,35,89,97,-61.424282,0.018575,0,6.59753,0.01858,0
27,36,90,99,-61.85144,0.018575,0,8.49848,0.02626,0
27,37,91,101,-59.792329,0.020006,0,6.01221,0.02729,0
27,38,92,103,-59.185198,0.002083,0,7.46419,0.02011,0
27,39,93,105,-56.408533,0.013972,0,5.29465,0.01413,0
27,40,94,107,-55.321775,0.006443,0,6.98456,0.01539,0
27,41,95,109,-51.930665,0.189497,0,4.68021,0.18961,0
27,42,96,111,-50.279157,0.140506,0,6.41981,0.23591,0
27,43,97,113,-46.63,0.3,1,4.422,0.331,1
27,44,98,115,-44.369926,0.46503,0,5.812,0.553,1
27,45,99,117,-40.2,0.4,1,3.901,0.613,1
27,46,100,119,-37.418,0.4,1,5.29,0.565,1
27,47,101,121,-32.82,0.5,1,3.473,0.64,1
27,48,102,123,-29.649,0.5,1,4.901,0.707,1
27,49,103,125,-24.51,0.6,1,2.932,0.781,1
27,50,104,127,-21.015,0.6,1,4.575,0.848,1
28,20,76,68,16.793,0.502,1,NaN,NaN,
28,21,77,70,8.2,0.6,1,16.665,0.782,1
28,22,78,72,-4.12,0.5,1,20.391,0.781,1
28,23,79,74,-11.9,0.5,1,15.851,0.707,1
28,24,80,76,-22.33,0.4,1,18.501,0.64,1
28,25,81,78,-29.630824,0.02515,0,15.372,0.4,1
28,26,82,80,-39.278308,0.004657,0,17.7188,0.02558,0
28,27,83,82,-45.335849,0.000719,0,14.12886,0.00471,0
28,28,84,84,-53.907539,0.000422,0,16.64301,0.00067,0
28,29,85,86,-56.083833,0.000582,0,10.24761,0.00052,0
28,30,86,88,-60.228744,0.000373,0,12.21623,0.0005,0
28,31,87,90,-61.156707,0.000374,0,8.99928,0.00005,0
28,32,88,92,-64.473118,0.000376,0,11.38773,0.00005,0
28,33,89,94,-64.221905,0.000378,0,7.8201,0.00005,0
28,34,90,96,-66.746323,0.000439,0,10.59573,0.00031,0
28,35,91,98,-65.512775,0.00044,0,6.83777,0.00006,0
28,36,92,100,-67.098921,0.000475,0,9.65746,0.0002,0
28,37,93,102,-65.125685,0.000495,0,6.09808,0.00014,0
28,38,94,104,-66.006285,0.001397,0,8.95192,0.00148,0
28,39,95,106,-63.74268,0.002888,0,5.80771,0.00321,0
28,40,96,108,-63.463814,0.002981,0,7.79245,0.00415,0
28,41,97,110,-59.978648,0.003726,0,4.58615,0.00477,0
28,42,98,112,-59.21386,0.002144,0,7.30653,0.0043,0
28,43,99,114,-55.406228,0.002237,0,4.26368,0.0031,0
28,44,100,116,-54.22606,0.002237,0,6.89115,0.00316,0
28,45,101,118,-50.108152,0.002423,0,3.95341,0.0033,0
28,46,102,120,-48.456,0.196,1,6.419,0.196,1
28,47,103,122,-44.03,0.3,1,3.645,0.358,1
28,48,104,124,-41.63,0.4,1,5.672,0.5,1
28,49,105,126,-36.8,0.5,1,3.241,0.64,1
28,50,106,128,-33.89,0.6,1,5.161,0.781,1
28,51,107,130,-27.57,0.6,1,1.752,0.848,1
28,52,108,132,-22.63,0.7,1,3.131,0.922,1
29,23,81,75,-2.28,0.6,1,NaN,NaN,
29,24,82,77,-13.27,0.5,1,19.061,0.781,1
29,25,83,79,-21.41,0.4,1,16.212,0.64,1
29,26,84,81,-31.635399,0.155559,0,18.296,0.429,1
29,27,85,83,-38.643029,0.014904,0,15.07895,0.15627,0
29,28,86,85,-47.308886,0.000519,0,16.73717,0.01491,0
29,29,87,87,-51.667725,0.000578,0,12.43016,0.00063,0
29,30,88,89,-56.358327,0.000544,0,12.76192,0.00056,0
29,31,89,91,-58.345137,0.001618,0,10.05813,0.00162,0
29,32,90,93,-61.984059,0.000953,0,11.71024,0.00185,0
29,33,91,95,-62.787426,0.000647,0,8.87468,0.00107,0
29,34,92,97,-65.579752,0.00044,0,10.86364,0.00048,0
29,35,93,99,-65.424545,0.000448,0,7.91611,0.0001,0
29,36,94,101,-67.26366,0.00065,0,9.91043,0.00067,0
29,37,95,103,-66.258272,0.000655,0,7.06593,0.00009,0
29,38,96,105,-67.319513,0.000894,0,9.13256,0.00108,0
29,39,97,107,-65.567035,0.001584,0,6.31884,0.00182,0
29,40,98,109,-65.736213,0.001397,0,8.2405,0.00211,0
29,41,99,111,-62.976373,0.001082,0,5.31148,0.00177,0
29,42,100,113,-62.711127,0.00149,0,7.80607,0.00184,0
29,43,101,115,-59.782999,0.001397,0,5.14319,0.00204,0
29,44,102,117,-58.987437,0.001942,0,7.27575,0.00239,0
29,45,103,119,-56.006205,0.006148,0,5.09009,0.00645,0
29,46,104,121,-54.471341,0.00233,0,6.53645,0.00657,0
29,47,105,123,-50.975985,0.006707,0,4.57596,0.0071,0
29,48,106,125,-48.624,0.149,1,5.719,0.149,1
29,49,107,127,-44.497469,0.503007,0,3.945,0.525,1
29,50,108,129,-41.74,0.3,1,5.314,0.586,1
29,51,109,131,-36.2,0.4,1,2.531,0.5,1
29,52,110,133,-31.42,0.5,1,3.292,0.64,1
29,53,111,135,-25.32,0.6,1,1.971,0.781,1
30,24,84,78,-6.272,0.4,1,NaN,NaN,
30,25,85,80,-14.57,0.4,1,16.37,0.565,1
30,26,86,82,-25.39,0.4,1,18.891,0.565,1
30,27,87,84,-32.55,0.2,1,15.232,0.447,1
30,28,88,86,-42.298744,0.050001,0,17.82,0.206,1
30,29,89,88,-47.215551,0.000771,0,12.98812,0.05,0
30,30,90,90,-54.17434,0.000564,0,15.03011,0.00071,0
30,31,91,92,-56.348903,0.015899,0,10.24588,0.01591,0
30,32,92,94,-61.167972,0.000625,0,12.89039,0.01591,0
30,33,93,96,-62.213397,0.001561,0,9.11674,0.00161,0
30,34,94,98,-66.004014,0.000647,0,11.86193,0.00148,0
30,35,95,100,-65.912019,0.00065,0,7.97932,0.00017,0
30,36,96,102,-68.89916,0.000749,0,11.05846,0.00092,0
30,37,97,104,-67.880313,0.00076,0,7.05247,0.00023,0
30,38,98,106,-70.007092,0.000784,0,10.1981,0.00019,0
30,39,99,108,-68.417845,0.0008,0,6.48207,0.00016,0
30,40,100,110,-69.564735,0.001918,0,9.21821,0.00205,0
30,41,101,112,-67.328777,0.002654,0,5.83536,0.00319,0
30,42,102,114,-68.145486,0.002142,0,8.88803,0.00341,0
30,43,103,116,-65.593402,0.001863,0,5.51923,0.00284,0
30,44,104,118,-65.756712,0.002515,0,8.23463,0.00313,0
30,45,105,120,-62.558908,0.001956,0,4.87351,0.00319,0
30,46,106,122,-62.303016,0.001456,0,7.81543,0.00244,0
30,47,107,124,-58.789195,0.001973,0,4.5575,0.00245,0
30,48,108,126,-57.483235,0.001944,0,6.76536,0.00277,0
30,49,109,128,-53.432295,0.002225,0,4.02038,0.00295,0
30,50,110,130,-51.648612,0.002585,0,6.28763,0.00341,0
30,51,111,132,-46.199663,0.00503,0,2.62237,0.00566,0
30,52,112,134,-42.313954,0.003074,0,4.18561,0.00589,0
30,53,113,136,-36.29,0.3,1,2.047,0.3,1
30,54,114,138,-31.93,0.4,1,3.711,0.5,1
30,55,115,140,-25.23,0.5,1,1.372,0.64,1
31,25,87,81,-3.39,0.5,1,NaN,NaN,
31,26,88,83,-15.01,0.4,1,19.692,0.64,1
31,27,89,85,-23.54,0.3,1,16.601,0.5,1
31,28,90,87,-33.76,0.17,1,18.292,0.345,1
31,29,91,89,-39.59,0.2,1,13.902,0.263,1
31,30,92,91,-47.134659,0.037994,0,15.616,0.204,1
31,31,93,93,-51.986906,0.000647,0,12.92356,0.038,0
31,32,94,95,-56.547093,0.001304,0,12.6315,0.00146,0
31,33,95,97,-58.832821,0.001429,0,10.35705,0.00193,0
31,34,96,99,-62.657507,0.000815,0,11.896,0.00158,0
31,35,97,101,-63.72366,0.001096,0,9.13747,0.00132,0
31,36,98,103,-66.879048,0.001181,0,11.2267,0.00139,0
31,37,99,105,-67.085992,0.001433,0,8.27826,0.00165,0
31,38,100,107,-69.327809,0.001197,0,10.31313,0.00186,0
31,39,101,109,-68.91014,0.001201,0,7.65365,0.00017,0
31,40,102,111,-70.139135,0.000812,0,9.30031,0.00145,0
31,41,103,113,-68.588293,0.000819,0,6.52047,0.00019,0
31,42,104,115,-69.699335,0.001677,0,9.18236,0.00187,0
31,43,105,117,-68.049617,0.002994,0,6.4216,0.00343,0
31,44,106,119,-68.46458,0.002422,0,8.48628,0.00385,0
31,45,107,121,-66.29664,0.001956,0,5.90338,0.00311,0
31,46,108,123,-65.992344,0.002422,0,7.76702,0.00311,0
31,47,109,125,-63.70595,0.001903,0,5.78492,0.00308,0
31,48,110,127,-62.547679,0.001868,0,6.91305,0.00266,0
31,49,111,129,-59.223667,0.002891,0,4.74731,0.00344,0
31,50,112,131,-57.627954,0.003264,0,6.4756,0.00436,0
31,51,113,133,-52.930719,0.002426,0,3.37408,0.00406,0
31,52,114,135,-49.257122,0.002613,0,4.39772,0.00356,0
31,53,115,137,-44.088,0.2,1,2.902,0.2,1
31,54,116,139,-39.849,0.298,1,3.833,0.359,1
31,55,117,141,-34.08,0.4,1,2.302,0.499,1
31,56,118,143,-29.25,0.5,1,3.242,0.64,1
32,26,90,84,-7.08,0.5,1,NaN,NaN,
32,27,91,86,-15.87,0.4,1,16.861,0.64,1
32,28,92,88,-27.09,0.3,1,19.291,0.5,1
32,29,93,90,-33.36,0.3,1,14.341,0.424,1
32,30,94,92,-41.74,0.14,1,16.452,0.331,1
32,31,95,94,-46.921216,0.03726,0,13.252,0.145,1
32,32,96,96,-54.315496,0.003726,0,15.4656,0.03745,0
32,33,97,98,-56.478216,0.002165,0,10.23404,0.00431,0
32,34,98,100,-61.607032,0.002401,0,13.20013,0.00323,0
32,35,99,102,-62.65823,0.004661,0,9.12251,0.00524,0
32,36,100,104,-66.978789,0.001876,0,12.39188,0.00502,0
32,37,101,106,-67.100663,0.001318,0,8.19319,0.00229,0
32,38,102,108,-70.561876,0.000838,0,11.53253,0.00156,0
32,39,103,110,-69.906497,0.000834,0,7.41594,0.00011,0
32,40,104,112,-72.5859,0.000076,0,10.75072,0.00084,0
32,41,105,114,-71.297523,0.000057,0,6.78294,0.00005,0
32,42,106,116,-73.422442,0.000013,0,10.19624,0.00006,0
32,43,107,118,-71.856965,0.000052,0,6.50584,0.00005,0
32,44,108,120,-73.212889,0.000018,0,9.42724,0.00005,0
32,45,109,122,-71.212862,0.000053,0,6.07129,0.00005,0
32,46,110,124,-71.86205,0.003536,0,8.7205,0.00354,0
32,47,111,126,-69.526592,0.037181,0,5.73586,0.03735,0
32,48,112,128,-69.535306,0.002054,0,8.08003,0.03724,0
32,49,113,130,-66.291687,0.002055,0,4.8277,0.0029,0
32,50,114,132,-65.415067,0.002241,0,7.1947,0.00303,0
32,51,115,134,-60.976435,0.002427,0,3.63268,0.0033,0
32,52,116,136,-58.148428,0.003171,0,5.24331,0.00399,0
32,53,117,138,-53.12342,0.003729,0,3.04631,0.00489,0
32,54,118,140,-49.399922,0.437802,0,4.34782,0.43782,0
32,55,119,142,-44.078,0.3,1,2.75,0.531,1
32,56,120,144,-40.138,0.4,1,4.131,0.5,1
32,57,121,146,-33.729,0.4,1,1.663,0.565,1
32,58,122,148,-29.221,0.5,1,3.563,0.64,1
33,27,93,87,-5.47,0.4,1,NaN,NaN,
33,28,94,89,-16.9,0.3,1,19.502,0.5,1
33,29,95,91,-24.32,0.3,1,15.492,0.424,1
33,30,96,93,-33.5,0.2,1,17.251,0.361,1
33,31,97,95,-39.532,0.203,1,14.103,0.285,1
33,32,98,97,-46.937051,0.084766,0,15.476,0.22,1
33,33,99,99,-52.025077,0.005682,0,13.15934,0.08496,0
33,34,100,101,-56.587225,0.000443,0,12.63347,0.0057,0
33,35,101,103,-58.894519,0.001846,0,10.37861,0.0019,0
33,36,102,105,-63.112171,0.031999,0,12.28897,0.03205,0
33,37,103,107,-64.341876,0.050007,0,9.30102,0.05937,0
33,38,104,109,-67.893097,0.004167,0,11.62254,0.05017,0
33,39,105,111,-68.229798,0.004083,0,8.40802,0.00583,0
33,40,106,113,-70.952747,0.003853,0,10.79427,0.00561,0
33,41,107,115,-70.860054,0.001693,0,7.97862,0.00421,0
33,42,108,117,-73.034195,0.000884,0,10.24546,0.00191,0
33,43,109,119,-72.291377,0.000886,0,7.3285,0.00007,0
33,44,110,121,-73.916318,0.001693,0,9.69626,0.00191,0
33,45,111,123,-72.81694,0.009781,0,6.97194,0.00989,0
33,46,112,125,-73.636049,0.005328,0,8.89043,0.01105,0
33,47,113,127,-72.214493,0.003333,0,6.64976,0.00627,0
33,48,114,129,-72.533304,0.002644,0,8.39013,0.00425,0
33,49,115,131,-70.105419,0.003729,0,5.64343,0.00457,0
33,50,116,133,-69.669323,0.002799,0,7.63522,0.00466,0
33,51,117,135,-65.85356,0.003171,0,4.25555,0.00422,0
33,52,118,137,-63.189144,0.003078,0,5.4069,0.00441,0
33,53,119,139,-58.962142,0.00345,0,3.84432,0.00462,0
33,54,120,141,-55.617907,0.002985,0,4.72708,0.00456,0
33,55,121,143,-50.72,0.196,1,3.173,0.196,1
33,56,122,145,-46.798,0.298,1,4.15,0.357,1
33,57,123,147,-41.33,0.4,1,2.603,0.499,1
33,58,124,149,-36.896,0.4,1,3.637,0.565,1
33,59,125,151,-30.981,0.5,1,2.156,0.64,1
34,30,98,94,-26.7,0.503,1,NaN,NaN,
34,31,99,96,-33.02,0.3,1,14.391,0.586,1
34,32,100,98,-41.66,0.2,1,16.712,0.361,1
34,33,101,100,-46.580289,0.067068,0,12.991,0.211,1
34,34,102,102,-54.189441,0.000496,0,15.68047,0.06707,0
34,35,103,104,-56.434706,0.00149,0,10.31658,0.00157,0
34,36,104,106,-61.929891,0.001584,0,13.5665,0.00217,0
34,37,105,108,-63.146507,0.002794,0,9.28793,0.00321,0
34,38,106,110,-67.86818,0.001956,0,12.79299,0.00341,0
34,39,107,112,-68.227387,0.007424,0,8.43052,0.00768,0
34,40,108,114,-72.213201,0.000015,0,12.05713,0.00742,0
34,41,109,116,-72.169481,0.000073,0,8.0276,0.00007,0
34,42,110,118,-75.25195,0.000016,0,11.15379,0.00007,0
34,43,111,120,-74.599488,0.000062,0,7.41886,0.00006,0
34,44,112,122,-77.025944,0.000179,0,10.49777,0.00017,0
34,45,113,124,-75.917459,0.000223,0,6.96283,0.00013,0
34,46,114,126,-77.759457,0.000963,0,9.91331,0.00098,0
34,47,115,128,-76.388988,0.000992,0,6.70085,0.00035,0
34,48,116,130,-77.593882,0.000467,0,9.27621,0.00097,0
34,49,117,132,-75.34053,0.003036,0,5.81797,0.003,0
34,50,118,134,-75.947721,0.001961,0,8.67851,0.00361,0
34,51,119,136,-72.413636,0.002613,0,4.53723,0.00326,0
34,52,120,138,-70.503167,0.00252,0,6.16085,0.00362,0
34,53,121,140,-66.426125,0.002241,0,3.99428,0.00337,0
34,54,122,142,-63.884195,0.003357,0,5.52939,0.00403,0
34,55,123,144,-58.992391,0.003729,0,3.17951,0.00501,0
34,56,124,146,-55.800217,0.329749,0,4.87914,0.32977,0
34,57,125,148,-50.580124,0.433145,0,2.85122,0.54438,0
34,58,126,150,-46.724,0.4,1,4.215,0.589,1
34,59,127,152,-40.716,0.4,1,2.063,0.565,1
34,60,128,154,-36.803,0.5,1,4.159,0.64,1
34,61,129,156,-30.46,0.5,1,1.728,0.707,1
35,32,102,99,-32.79,0.4,1,NaN,NaN,
35,33,103,101,-38.791,0.259,1,14.072,0.476,1
35,34,104,103,-46.25947,0.042003,0,15.539,0.262,1
35,35,105,105,-51.425619,0.014904,0,13.23747,0.04457,0
35,36,106,107,-56.502418,0.005402,0,13.14812,0.01585,0
35,37,107,109,-59.061743,0.001025,0,10.63064,0.0055,0
35,38,108,111,-63.647475,0.007266,0,12.65705,0.00734,0
35,39,109,113,-65.288153,0.005835,0,9.71199,0.00932,0
35,40,110,115,-69.107009,0.004285,0,11.89017,0.00724,0
35,41,111,117,-70.289068,0.009322,0,9.25338,0.01026,0
35,42,112,119,-73.234809,0.002811,0,11.01706,0.00974,0
35,43,113,121,-73.45216,0.00358,0,8.28867,0.00455,0
35,44,114,123,-76.068035,0.001021,0,10.68719,0.00372,0
35,45,115,125,-75.888993,0.001012,0,7.89228,0.00013,0
35,46,116,127,-77.977034,0.000978,0,10.15936,0.0014,0
35,47,117,129,-77.498661,0.000971,0,7.59294,0.00012,0
35,48,118,131,-79.013709,0.003795,0,9.58637,0.00392,0
35,49,119,133,-77.783084,0.02573,0,6.84069,0.02601,0
35,50,120,135,-78.575469,0.003078,0,8.8637,0.02591,0
35,51,121,137,-75.632252,0.003078,0,5.1281,0.00435,0
35,52,122,139,-73.891676,0.003171,0,6.33074,0.00441,0
35,53,123,141,-70.715959,0.003171,0,4.8956,0.00448,0
35,54,124,143,-68.274263,0.003264,0,5.62962,0.00455,0
35,55,125,145,-64.000298,0.003357,0,3.79735,0.00468,0
35,56,126,147,-61.107294,0.003544,0,5.17831,0.00488,0
35,57,127,149,-56.232805,0.006709,0,3.19683,0.00758,0
35,58,128,151,-52.89023,0.430816,0,4.72874,0.43087,0
35,59,129,153,-47.4,0.3,1,2.581,0.525,1
35,60,130,155,-43.771,0.298,1,4.442,0.423,1
35,61,131,157,-38.163,0.298,1,2.464,0.422,1
35,62,132,159,-34.055,0.401,1,3.963,0.499,1
35,63,133,161,-28.25,0.4,1,2.266,0.566,1
36,33,105,102,-32.435,0.401,1,NaN,NaN,
36,34,106,104,-41.1,0.2,1,16.737,0.448,1
36,35,107,106,-46.327205,0.128769,0,13.298,0.238,1
36,36,108,108,-53.940575,0.008011,0,15.68469,0.12902,0
36,37,109,110,-56.551751,0.006578,0,10.68249,0.01037,0
36,38,110,112,-62.331836,0.002013,0,13.8514,0.00688,0
36,39,111,114,-64.323624,0.008104,0,10.0631,0.00835,0
36,40,112,116,-69.013714,0.004013,0,12.76141,0.00904,0
36,41,113,118,-70.169443,0.001956,0,9.22705,0.00446,0
36,42,114,120,-74.178275,0.000307,0,12.08015,0.00198,0
36,43,115,122,-74.442257,0.003486,0,8.3353,0.0035,0
36,44,116,124,-77.893346,0.000691,0,11.52241,0.00353,0
36,45,117,126,-77.696181,0.001074,0,7.87415,0.00125,0
36,46,118,128,-80.59178515,0.0000054,0,10.96692,0.00107,0
36,47,119,130,-79.990633,0.000009,0,7.47017,0.00001,0
36,48,120,132,-82.4393351,0.0000037,0,10.52002,0.00001,0
36,49,121,134,-81.480331,0.002,0,7.11231,0.002,0
36,50,122,136,-83.26566564,0.0000036,0,9.85665,0.002,0
36,51,123,138,-80.709522,0.000246,0,5.51517,0.00025,0
36,52,124,140,-79.691286,0.002608,0,7.05308,0.00262,0
36,53,125,142,-76.535785,0.002142,0,4.91582,0.00338,0
36,54,126,144,-74.95925,0.001863,0,6.49478,0.00284,0
36,55,127,146,-70.973965,0.002236,0,4.08603,0.00291,0
36,56,128,148,-68.76932,0.002701,0,5.86667,0.00351,0
36,57,129,150,-64.135994,0.002515,0,3.43799,0.00369,0
36,58,130,152,-61.347772,0.012109,0,5.28309,0.01237,0
36,59,131,154,-56.158913,0.01863,0,2.88246,0.02222,0
36,60,132,156,-53.079678,0.020493,0,4.99208,0.0277,0
36,61,133,158,-47.423492,0.130409,0,2.41513,0.13201,0
36,62,134,160,-44.311,0.298,1,4.959,0.325,1
36,63,135,162,-38.759,0.401,1,2.52,0.499,1
36,64,136,164,-35.052,0.401,1,4.364,0.566,1
36,65,137,166,-29.128,0.503,1,2.147,0.643,1
37,34,108,105,-32.06,0.4,1,NaN,NaN,
37,35,109,107,-38.33,0.5,1,14.341,0.64,1
37,36,110,109,-46.082,0.2,1,15.823,0.539,1
37,37,111,111,-51.916009,0.003027,0,13.906,0.2,1
37,38,112,113,-57.218694,0.00118,0,13.374,0.00325,0
37,39,113,115,-60.479081,0.000938,0,11.3317,0.00151,0
37,40,114,117,-64.830492,0.001304,0,12.42273,0.00161,0
37,41,115,119,-66.935419,0.003237,0,10.17624,0.00349,0
37,42,116,121,-70.802985,0.002142,0,11.93888,0.00388,0
37,43,117,123,-72.175467,0.001863,0,9.4438,0.00284,0
37,44,118,125,-75.45667,0.004904,0,11.35252,0.00525,0
37,45,119,127,-76.187803,0.003009,0,8.80245,0.00575,0
